date,month,state_code,state_name,year,yyyymm,.geo,precip_mm,t2m_c
1981-06-01,6,674,Maranhao,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",22.09324905862648,26.78381175410511
1981-06-01,6,675,Mato Grosso,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",21.75581485138216,23.277831913980457
1981-06-01,6,676,Mato Grosso Do Sul,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",88.39786993134044,18.579595976017195
1981-06-01,6,677,Minas Gerais,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",26.29097943258091,17.83974096278699
1981-06-01,6,692,Name Unknown,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",,
1981-06-01,6,678,Para,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",74.84942839711374,25.471951451356222
1981-06-01,6,679,Paraiba,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",34.16684473839048,24.219069748560344
1981-06-01,6,680,Parana,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",111.1871020011771,14.02709256452777
1981-06-01,6,681,Pernambuco,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",38.585380943283184,22.964515506456404
1981-06-01,6,682,Piaui,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",3.1838278070825257,26.14546564473248
1981-06-01,6,683,Rio De Janeiro,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",33.99830871491048,17.969067171640322
1981-06-01,6,684,Rio Grande Do Norte,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",31.083064204511683,25.97017330856362
1981-06-01,6,685,Rio Grande Do Sul,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",126.18739216025196,11.581817054598048
1981-06-01,6,686,Rondonia,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",36.25213035430568,23.556231363356183
1981-06-01,6,687,Roraima,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",294.67283117105137,23.8291593734086
1981-06-01,6,688,Santa Catarina,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",91.2782600608218,11.982913934440282
1981-06-01,6,689,Sao Paulo,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",70.28028109651424,16.620634357859394
1981-06-01,6,690,Sergipe,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",110.477071253593,22.936641333569035
1981-06-01,6,691,Tocantins,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}",10.48588224452862,25.84329413764046
1981-07-01,7,665,Acre,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",27.975121432663048,22.49275164272678
1981-07-01,7,666,Alagoas,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",90.9149316809513,21.988415951750703
1981-07-01,7,667,Amapa,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",239.13349891221893,24.22496887784878
1981-07-01,7,668,Amazonas,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",89.29577715903085,24.293716325282148
1981-07-01,7,669,Bahia,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",23.650269636872903,20.49512050598348
1981-07-01,7,670,Ceara,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",7.523644666452319,25.98842740270393
1981-07-01,7,671,Distrito Federal,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",10.105300034939097,18.17405513967329
1981-07-01,7,672,Espirito Santo,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",29.7723149727572,18.538564706383735
1981-07-01,7,673,Goias,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",5.180871880221033,20.07031975112402
1981-07-01,7,674,Maranhao,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",20.84432596284634,26.78668926655528
1981-07-01,7,675,Mato Grosso,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",3.771153869560644,22.549305858906447
1981-07-01,7,676,Mato Grosso Do Sul,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",12.233987383115656,17.77476107385583
1981-07-01,7,677,Minas Gerais,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",6.93639888365998,17.349080793118173
1981-07-01,7,692,Name Unknown,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",,
1981-07-01,7,678,Para,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",90.00164374016516,25.21804393402718
1981-07-01,7,679,Paraiba,1981,198107,"{""type"":""MultiPoint"",""coordinates"":[]}",25.346495075881084,23.390048068851023
