date,month,precip_mm,state_code,state_name,t2m_c,year,yyyymm,.geo
1981-05-01,5,359.69443869274454,956,Norte De Santander,19.82866807064384,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,381.30644056960193,957,Putumayo,23.24816611289173,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,305.6800245864792,958,Quindio,16.31113500722305,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,369.6143547307202,959,Risaralda,17.371997875756012,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,368.21663347147575,961,Santander,20.33902610465597,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,347.31697790960754,962,Sucre,25.84004548817977,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,329.8970215889278,963,Tolima,18.42426377937796,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,433.4985988487677,964,Valle Del Cauca,19.254459309291168,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,389.13863304007936,965,Vaupes,24.42380250938121,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-05-01,5,346.6095736109336,966,Vichada,24.95439753050622,1981,198105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,285.5105635646101,934,Amazonas,23.82432849321886,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,354.8586597298737,935,Antioquia,20.7008178787195,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,357.9748237865537,936,Arauca,22.988040998206024,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,114.03619117705044,937,Atlantico,26.44796732362142,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,313.20395373091594,938,Bolivar,24.68165594822372,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,232.22647076109664,939,Boyaca,14.412974751139163,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,583.6647357940674,940,Buenaventura,,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,259.38004204320674,941,Caldas,17.435742562744522,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,382.83916339140376,942,Caqueta,22.83429056201325,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,364.54998655791695,943,Casanare,23.72258953648144,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,225.70013665572768,944,Cauca,17.762473292343802,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,299.0148273649233,945,Cesar,23.81111123262718,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,456.9883425331389,946,Choco,23.62063225262113,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,259.5818439773382,947,Cordoba,24.85348545254464,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,176.6072649761408,948,Cundinamarca,16.303638085658978,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,329.1099089789331,949,Guainia,24.01792581799708,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,117.96425168170698,950,Guajira,25.27219469536704,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,370.30823729774687,951,Guaviare,23.413509232137923,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,107.52501816455914,952,Huila,17.128806234540193,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,227.58687749104655,953,Magdalena,24.23077346950811,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,370.2971640667808,954,Meta,22.757311648039494,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,189.52986211312992,955,Narino,19.38894957566232,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,216.0340275145735,956,Norte De Santander,19.68800627948353,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,456.7493468527022,957,Putumayo,22.34217005838349,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1981-06-01,6,177.65132000512116,958,Quindio,16.23877569164898,1981,198106,"{""type"":""MultiPoint"",""coordinates"":[]}"
