system:index,month,precip_mm,state_code,state_name,t2m_c,year,yyyymm,.geo
0_00030000000000000088,1,402.15348355728986,934,Amazonas,24.724690556723342,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000089,1,177.5034853617021,935,Antioquia,20.555724959286703,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008a,1,49.16610660800337,936,Arauca,24.61148595922592,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008b,1,6.018291497286809,937,Atlantico,27.001882280726612,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008c,1,52.40114476986785,938,Bolivar,25.27736720820125,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008d,1,91.35168633899724,939,Boyaca,14.576259498639924,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008e,1,514.2695980072021,940,Buenaventura,,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008f,1,215.15749712334767,941,Caldas,17.235920326325815,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000090,1,229.0917228799079,942,Caqueta,24.24279844409604,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000091,1,51.42885987475811,943,Casanare,26.09931210449307,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000092,1,346.3601831478259,944,Cauca,17.655777260975626,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000093,1,29.88451127108651,945,Cesar,24.714101389014903,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000094,1,515.4870434519626,946,Choco,23.499930744137828,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000095,1,50.07481345029697,947,Cordoba,25.497781728790457,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000096,1,97.33112360689478,948,Cundinamarca,16.668747321639824,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000097,1,305.04184802165287,949,Guainia,24.790038896042056,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000098,1,14.634230496377922,950,Guajira,23.939478275466925,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000099,1,199.2322741838142,951,Guaviare,24.882928945661796,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009a,1,189.7268788164941,952,Huila,17.56466163269829,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009b,1,26.378834753852438,953,Magdalena,25.517882652528282,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009c,1,117.59090827455842,954,Meta,24.958290840225867,2009,200901,"{""type"":""MultiPoint"",""coordinates"":[]}"
