system:index,month,precip_mm,state_code,state_name,t2m_c,year,yyyymm,.geo
0_00030000000000000088,1,320.6517880848524,934,Amazonas,24.713670787092894,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000089,1,183.32782278533622,935,Antioquia,20.372578588945554,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008a,1,14.385172562699276,936,Arauca,24.211405871025622,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008b,1,3.315224155801892,937,Atlantico,26.406085293759997,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008c,1,49.431830613805104,938,Bolivar,24.93402397855606,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008d,1,70.65506755259692,939,Boyaca,14.462457718862998,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008e,1,410.49478340148926,940,Buenaventura,,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000008f,1,199.2556361036801,941,Caldas,17.200869077036575,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000090,1,191.29446368764457,942,Caqueta,24.05178813776378,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000091,1,16.209990507811664,943,Casanare,25.624787763564996,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000092,1,382.5419581217748,944,Cauca,17.419167519832992,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000093,1,21.373147365058607,945,Cesar,24.098937969738234,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000094,1,436.81693773642763,946,Choco,23.443997997456645,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000095,1,53.14408940118833,947,Cordoba,24.94874569646858,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000096,1,84.06032954326722,948,Cundinamarca,16.558030893693182,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000097,1,259.8634693476958,949,Guainia,24.642010368649608,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000098,1,5.938775610427828,950,Guajira,23.826947605945115,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000099,1,176.18668001409011,951,Guaviare,24.468644694458774,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009a,1,198.8263324914908,952,Huila,17.329175194735296,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009b,1,20.107003297833028,953,Magdalena,24.912679399178053,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009c,1,94.66028434686062,954,Meta,24.232195202979025,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009d,1,334.86108995913986,955,Narino,18.896997997924817,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009e,1,72.95473110188915,956,Norte De Santander,18.6652194502893,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0003000000000000009f,1,321.83186097739525,957,Putumayo,23.283372722742364,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a0,1,164.4953668667967,958,Quindio,15.757306766127872,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a1,1,235.21222761758176,959,Risaralda,16.95151250634992,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a2,1,,960,San Andres Y Providencia,,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a3,1,117.26442137210323,961,Santander,19.941860649138494,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a4,1,21.967459497256833,962,Sucre,26.152505225080233,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a5,1,155.60736614455917,963,Tolima,18.091880816499838,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a6,1,222.73688438069644,964,Valle Del Cauca,18.542021461371554,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a7,1,299.94599191044165,965,Vaupes,24.499447042247066,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000a8,1,74.08591120979027,966,Vichada,25.845443750201778,1999,199901,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000088,2,325.6587712182662,934,Amazonas,24.562112810344953,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000089,2,264.64359257869097,935,Antioquia,20.31879223877936,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008a,2,70.82402058099139,936,Arauca,24.517389979367874,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008b,2,8.915893586678486,937,Atlantico,26.30983462672767,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008c,2,114.68396609450727,938,Bolivar,24.885401383726048,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008d,2,146.19789031844647,939,Boyaca,14.34639444455235,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008e,2,416.155104637146,940,Buenaventura,,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008f,2,350.34652743858345,941,Caldas,17.008831497000514,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000090,2,302.75361505134623,942,Caqueta,23.77898666143549,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000091,2,105.56183819015199,943,Casanare,25.663859167418853,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000092,2,415.97637695322334,944,Cauca,17.534348930190042,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000093,2,59.46239027310494,945,Cesar,24.17024073868729,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000094,2,481.28761182420095,946,Choco,23.59918685783858,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000095,2,111.42256922324611,947,Cordoba,24.856314048935893,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000096,2,151.0652989058254,948,Cundinamarca,16.425056134540327,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000097,2,224.81934844491565,949,Guainia,24.511676308951273,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000098,2,17.227536099419545,950,Guajira,23.646759840758882,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000099,2,178.67343494653122,951,Guaviare,24.28742735824983,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000009a,2,248.30217422732812,952,Huila,17.325728668674362,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000009b,2,45.70866738397673,953,Magdalena,24.9367564515404,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000009c,2,159.36301473064472,954,Meta,24.09672666169576,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000009d,2,414.0927255686456,955,Narino,19.017071353231774,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000009e,2,172.41379080573572,956,Norte De Santander,18.523525421775123,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000009f,2,355.5734262473066,957,Putumayo,23.016704993016155,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a0,2,271.22885423758277,958,Quindio,15.70955045574688,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a1,2,363.27454601321085,959,Risaralda,16.890840727748817,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a2,2,,960,San Andres Y Providencia,,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a3,2,213.41269429959004,961,Santander,19.848170723229977,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a4,2,55.59267893057108,962,Sucre,26.149340388594002,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a5,2,255.61123390462944,963,Tolima,17.981211616011812,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a6,2,341.79432315463487,964,Valle Del Cauca,18.62225531052817,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a7,2,241.8707748236641,965,Vaupes,24.332669467826744,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000a8,2,114.95026464816007,966,Vichada,25.784339106867538,1999,199902,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000088,3,291.5589657779644,934,Amazonas,25.23536664113214,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000089,3,190.28153411546407,935,Antioquia,20.70344186814046,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008a,3,77.15175010942527,936,Arauca,25.241519186550335,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008b,3,23.324670718718682,937,Atlantico,27.314478815780944,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008c,3,101.10217499368672,938,Bolivar,25.374520670519797,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008d,3,108.19195482282996,939,Boyaca,14.663754222077168,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008e,3,411.028284072876,940,Buenaventura,,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008f,3,227.61637042820007,941,Caldas,17.340680519246362,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000090,3,252.11579606466495,942,Caqueta,24.465900019395324,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000091,3,74.20737086470622,943,Casanare,26.10202824654337,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000092,3,319.68805117985835,944,Cauca,17.77550101419823,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000093,3,90.06721461147033,945,Cesar,24.698741212175232,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000094,3,400.2379097242156,946,Choco,23.837435612387978,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000095,3,87.70874367909374,947,Cordoba,25.219710753452947,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000096,3,109.68470365222133,948,Cundinamarca,16.620417947327297,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000097,3,221.39454153607784,949,Guainia,25.2251594884032,1999,199903,"{""type"":""MultiPoint"",""coordinates"":[]}"
