,year,month,spei3,spei6,spei12,date_t
296,2005,9,0.16311289986751162,0.39385001799691777,0.4715085099817969,2005-09-01
297,2005,10,-0.4268271411674178,0.14111857273573628,0.3451265518774798,2005-10-01
298,2005,11,0.3442405644633783,0.3484095406495771,0.7290439944112216,2005-11-01
299,2005,12,0.4417878728265906,0.34064914434441773,0.6543327881245257,2005-12-01
300,2006,1,0.10494197403040245,-0.10524873614567073,0.1934307087392194,2006-01-01
301,2006,2,-0.40712867764738475,-0.12342869435152405,0.054435482331248904,2006-02-01
302,2006,3,0.031211933653271566,0.2483814424139358,0.2406632348798774,2006-03-01
303,2006,4,0.8074766471989713,0.5028331474145958,0.4253220687689594,2006-04-01
304,2006,5,0.9055990882448665,0.22424788683788027,0.2614747369652846,2006-05-01
305,2006,6,0.30510093647085057,0.08473838551293368,0.22356863887067352,2006-06-01
306,2006,7,-0.022734096298070328,0.6261265325425568,0.22726417371407953,2006-07-01
307,2006,8,-0.1072634247461958,0.6931878016432526,0.20408466063419964,2006-08-01
308,2006,9,0.25205270435842264,0.3239681479219828,0.2476355922766552,2006-09-01
309,2006,10,0.6756061693537784,0.5641482493698157,0.5953871780653587,2006-10-01
310,2006,11,1.0535931203358506,0.8948138825645457,0.6855450781014475,2006-11-01
311,2006,12,1.1380597585572685,0.9690180233157224,0.6637456748161077,2006-12-01
312,2007,1,1.0128724318590516,0.9985977606762786,1.1168726263325959,2007-01-01
313,2007,2,0.7749090036044606,1.0632930646553818,1.162810040805832,2007-02-01
314,2007,3,0.038643267485656094,0.8193737731314312,0.7744527218368402,2007-03-01
315,2007,4,-0.2930411279602571,0.6826486868347348,0.7166420526803164,2007-04-01
316,2007,5,-0.5781841821480009,0.45637666424664447,0.7714495889786718,2007-05-01
317,2007,6,-0.16462089477495154,0.06186618940049437,0.680563145399722,2007-06-01
318,2007,7,-0.42414233167980825,-0.3451247410621502,0.7248731821495819,2007-07-01
319,2007,8,-0.31794970397052724,-0.6724450016702721,0.7929071350601765,2007-08-01
320,2007,9,-0.47905756853176984,-0.4713375419988274,0.5940304140524052,2007-09-01
321,2007,10,-0.7870818531538313,-0.8788875547430655,0.2997858420695597,2007-10-01
322,2007,11,-0.9723576650447426,-0.9792607640857844,-0.13345901586479264,2007-11-01
323,2007,12,-0.64633725109207,-0.7594249157287352,-0.5061678313716593,2007-12-01
324,2008,1,-0.3399378554744692,-0.6047014517438513,-0.6767868770091686,2008-01-01
325,2008,2,0.3108230903859771,-0.3983523716255153,-0.6916727851650749,2008-02-01
326,2008,3,0.71450753749161,-0.06223716259581638,-0.27214085395557214,2008-03-01
327,2008,4,0.9660769347164478,0.29523375266575097,-0.14086246129404376,2008-04-01
328,2008,5,0.7343217141967506,0.6227415771883287,-0.1262838610538642,2008-05-01
329,2008,6,0.6840229222240635,0.8425295163968404,-0.03227371573740811,2008-06-01
330,2008,7,0.012442546014309412,0.9529259153326126,-0.013358504076243656,2008-07-01
331,2008,8,-0.010244080394147526,0.6990353630703725,7.45609070250744e-05,2008-08-01
332,2008,9,0.1513665242718562,0.47868586071572883,0.12904614462290462,2008-09-01
333,2008,10,-0.5994578834715364,-0.5104460492236979,0.100169854529004,2008-10-01
334,2008,11,0.0714019342130778,0.12524177589437024,0.5723033320953754,2008-11-01
335,2008,12,0.5231270351654624,0.5486226711214647,0.8803284836440726,2008-12-01
336,2009,1,1.2721609501033047,0.8639277363823991,1.093285729984768,2009-01-01
337,2009,2,1.0186737446892409,0.8296673144127386,0.9520640319491844,2009-02-01
338,2009,3,0.7948885947082399,0.913970870390034,0.9272312501940312,2009-03-01
339,2009,4,0.5509709125097362,1.2317554172726994,0.9434331519307162,2009-04-01
340,2009,5,0.49911017639794675,1.0242632204430275,0.923352278892124,2009-05-01
341,2009,6,0.9339787315033231,0.868287935073541,0.9725135042025381,2009-06-01
342,2009,7,0.2547112532680177,0.5583832463688596,0.9627959336864248,2009-07-01
343,2009,8,0.651087331828874,0.7093002375693317,0.9797709633279653,2009-08-01
344,2009,9,0.16519342820950325,0.862131122663458,0.9877013650514781,2009-09-01
345,2009,10,1.1180792895874272,1.116875048823013,1.3779842326703418,2009-10-01
346,2009,11,0.17630528304972692,0.448498574008737,1.0539518822665797,2009-11-01
347,2009,12,0.15341497671522847,0.21990429392160749,0.770773685970938,2009-12-01
348,2010,1,-0.9590843895753635,-0.2639703825092668,0.09354232792654295,2010-01-01
349,2010,2,-1.0711152573667402,-0.6691491767820352,-0.1325675550599166,2010-02-01
350,2010,3,-0.9106551082856743,-0.5187935162875806,-0.10766071315559125,2010-03-01
351,2010,4,-0.2806437341032149,-0.893836883000369,-0.22723052349923611,2010-04-01
352,2010,5,0.3901669023078985,-0.5991849688768088,-0.22152871771664087,2010-05-01
353,2010,6,0.33015290723300517,-0.6568883846135707,-0.2836789085974957,2010-06-01
354,2010,7,0.29087443902306215,-0.03402058721201223,-0.16452397028867752,2010-07-01
