system:index,month,precip_mm,state_code,state_name,t2m_c,year,yyyymm,.geo
0_000300000000000000b8,1,227.61157050942336,665,Acre,25.404937068387635,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000000,1,88.32398040614784,666,Alagoas,26.3721379299522,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000b9,1,136.42388998163426,667,Amapa,25.11454270298899,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000ba,1,215.63444673618636,668,Amazonas,25.87715593216011,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000001,1,295.8841543083626,669,Bahia,23.61218190312944,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002,1,118.9871174191238,670,Ceara,26.70415223380119,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bb,1,330.7784329179072,671,Distrito Federal,20.79473172372404,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000003,1,308.3734987243169,672,Espirito Santo,23.244204528010492,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bc,1,368.7228091765543,673,Goias,23.076952772871103,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004,1,241.03197798139405,674,Maranhao,25.829278183992,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bd,1,313.08277446356556,675,Mato Grosso,24.741858001004342,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000be,1,173.3619656671991,676,Mato Grosso Do Sul,25.96534387299477,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000005,1,428.7105840360382,677,Minas Gerais,22.01994107649875,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000d,1,,692,Name Unknown,,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bf,1,214.89693238408836,678,Para,25.597273932618826,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000006,1,116.3192586067679,679,Paraiba,26.28565417929146,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c0,1,72.94887742392378,680,Parana,23.285597018889398,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007,1,146.47609001118582,681,Pernambuco,26.06362735508364,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000008,1,254.31265183824465,682,Piaui,25.826803626174645,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000009,1,307.4417474489214,683,Rio De Janeiro,23.360210977954978,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000a,1,118.10817972020654,684,Rio Grande Do Norte,26.941341769705236,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c1,1,95.81730153324037,685,Rio Grande Do Sul,22.663390177003993,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c2,1,272.87984369639884,686,Rondonia,25.44297114087491,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c3,1,25.833727675407328,687,Roraima,26.61836251103625,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c4,1,143.57408351803127,688,Santa Catarina,21.08968929224413,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b,1,154.7211860298962,689,Sao Paulo,23.505352127851268,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c,1,115.80906885470112,690,Sergipe,26.39182544078696,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c5,1,355.6880561258174,691,Tocantins,24.577887912487295,1992,199201,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000b8,2,211.66189543329418,665,Acre,24.991691058542752,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000,2,132.24753699271088,666,Alagoas,24.438074726012566,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000b9,2,367.72808494414653,667,Amapa,24.47307373684079,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000ba,2,260.91761873964947,668,Amazonas,25.734124930367763,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000001,2,193.13615350124218,669,Bahia,22.59233567207471,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000002,2,137.32738417302863,670,Ceara,24.972637416843988,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bb,2,293.2969993800001,671,Distrito Federal,20.40439556381155,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000003,2,122.8981778476306,672,Espirito Santo,23.328388822977114,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bc,2,264.67724052304607,673,Goias,22.871819919545185,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000004,2,219.8433059347531,674,Maranhao,24.97781035627692,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bd,2,290.2970289350815,675,Mato Grosso,24.37611264019155,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000be,2,151.33924082897894,676,Mato Grosso Do Sul,25.9326392640077,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000005,2,220.4592088871091,677,Minas Gerais,21.8147521892256,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000d,2,,692,Name Unknown,,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bf,2,273.173763484202,678,Para,25.031116520804787,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000006,2,136.76524683264037,679,Paraiba,24.673298574759333,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000c0,2,158.6882168546491,680,Parana,23.29806782538268,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000007,2,123.8581021178024,681,Pernambuco,23.76560863163308,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000008,2,140.23399178627804,682,Piaui,24.690309081958638,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000009,2,85.23834750603966,683,Rio De Janeiro,24.22831676112658,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000a,2,144.9364282291522,684,Rio Grande Do Norte,25.72945803261972,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000c1,2,163.13833240442565,685,Rio Grande Do Sul,23.735351800036366,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000c2,2,290.2274806099751,686,Rondonia,24.987993015233396,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000c3,2,80.13501300981167,687,Roraima,27.05103777687903,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000c4,2,186.10157224053543,688,Santa Catarina,21.934429272063095,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b,2,152.8257288223409,689,Sao Paulo,23.582513037486535,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000c,2,120.18400351852486,690,Sergipe,24.54349863770432,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000c5,2,301.8429643722067,691,Tocantins,24.428588270543663,1992,199202,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000b8,3,256.9021192160864,665,Acre,25.091580916268793,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000,3,158.76363090053823,666,Alagoas,24.7102267540087,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000b9,3,346.2707597124292,667,Amapa,24.656118830965266,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000ba,3,315.9524728964434,668,Amazonas,25.554314387178675,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001,3,49.55360554260519,669,Bahia,24.263300967101703,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000002,3,148.4735978900123,670,Ceara,25.118945271008013,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000bb,3,128.7661037689116,671,Distrito Federal,22.000436718103852,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003,3,119.3074148883797,672,Espirito Santo,23.54655143055408,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000bc,3,179.04108437317655,673,Goias,24.110194998884868,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000004,3,214.66706072580095,674,Maranhao,25.342699799825034,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000bd,3,269.61949850268326,675,Mato Grosso,24.85155691883118,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000be,3,188.32462534661084,676,Mato Grosso Do Sul,24.844431879632847,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005,3,100.86775184832061,677,Minas Gerais,22.949482009490886,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d,3,,692,Name Unknown,,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000bf,3,314.5493628590508,678,Para,24.93973387867716,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006,3,132.11022639802326,679,Paraiba,25.379005067174234,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000c0,3,219.98879226780602,680,Parana,21.582859782845997,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000007,3,101.59024294544595,681,Pernambuco,24.48464663663441,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008,3,80.17593436010645,682,Piaui,25.96880701487486,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009,3,97.97155548312385,683,Rio De Janeiro,23.92464880325764,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a,3,148.5997379192584,684,Rio Grande Do Norte,26.41720265150358,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000c1,3,163.04252561919714,685,Rio Grande Do Sul,22.012078448126232,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000c2,3,251.00480886588096,686,Rondonia,25.16763841446616,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000c3,3,95.83946758311632,687,Roraima,26.275674338039458,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000c4,3,179.2809975684371,688,Santa Catarina,20.555010518548652,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b,3,208.349864071999,689,Sao Paulo,23.027319233470493,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000c,3,100.39701857732551,690,Sergipe,25.026803363677175,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000300000000000000c5,3,172.40450888190324,691,Tocantins,26.2604242158,1992,199203,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000300000000000000b8,4,155.9945514500474,665,Acre,25.01008902062638,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000000,4,101.39601066986975,666,Alagoas,25.109477831776733,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000300000000000000b9,4,365.000293807539,667,Amapa,25.10715240716483,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000300000000000000ba,4,233.5190928609304,668,Amazonas,25.636585657972173,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000001,4,45.809388437232485,669,Bahia,24.708426724298484,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000002,4,115.15018620088404,670,Ceara,25.55930528431353,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000300000000000000bb,4,195.69547048370396,671,Distrito Federal,22.203256510648952,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000003,4,97.7172854077123,672,Espirito Santo,23.547429894564072,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000300000000000000bc,4,148.76803494512274,673,Goias,23.848521226269558,1992,199204,"{""type"":""MultiPoint"",""coordinates"":[]}"
