system:index,month,precip_mm,state_code,state_name,t2m_c,year,yyyymm,.geo
0_000300000000000000b8,1,209.634602269165,665,Acre,26.353480883438692,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000000,1,87.91030866272513,666,Alagoas,26.54569703397213,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000b9,1,117.16621305103978,667,Amapa,25.702393996495537,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000ba,1,212.4705163229803,668,Amazonas,27.24828213726434,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000001,1,299.6906993325964,669,Bahia,24.547945181551306,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002,1,92.09116459488303,670,Ceara,25.83767299121196,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bb,1,338.09653386719555,671,Distrito Federal,21.779054105844793,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000003,1,183.1104549309017,672,Espirito Santo,25.1250179267049,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bc,1,369.7541111758612,673,Goias,23.694555456139526,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004,1,239.68604940159568,674,Maranhao,25.892537381877087,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bd,1,346.2618438280254,675,Mato Grosso,25.30441530096406,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000be,1,259.1684792714893,676,Mato Grosso Do Sul,26.182870107946556,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000005,1,353.6393356573547,677,Minas Gerais,23.354466935189468,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000d,1,,692,Name Unknown,,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bf,1,208.039448990311,678,Para,26.305691268888943,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000006,1,127.56955375599475,679,Paraiba,25.458791518777694,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c0,1,236.84444467048198,680,Parana,23.438330983279712,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007,1,136.26378410870504,681,Pernambuco,25.216159341061186,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000008,1,262.7175948482267,682,Piaui,25.599313330123216,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000009,1,261.5119076107115,683,Rio De Janeiro,24.291837085862497,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000a,1,139.62568369809506,684,Rio Grande Do Norte,26.215798915565337,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c1,1,139.57655681359878,685,Rio Grande Do Sul,24.208127468670355,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c2,1,261.34632717035976,686,Rondonia,26.198277213628987,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c3,1,19.941373543210528,687,Roraima,28.6683480049929,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c4,1,203.78275199355247,688,Santa Catarina,22.021789328948508,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b,1,268.3052329559391,689,Sao Paulo,23.82459297393826,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c,1,81.71659145304683,690,Sergipe,26.68587166223357,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c5,1,431.1984024030473,691,Tocantins,25.289535530756893,2016,201601,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000b8,2,285.58725248123136,665,Acre,25.712976190477832,2016,201602,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000,2,45.72670113149505,666,Alagoas,26.432422658253685,2016,201602,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000b9,2,203.09499656955975,667,Amapa,24.961486200581287,2016,201602,"{""type"":""MultiPoint"",""coordinates"":[]}"
