system:index,month,state_code,state_name,year,yyyymm,.geo
9_00000000000000000002,10,670,Ceara,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000bb,10,671,Distrito Federal,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000003,10,672,Espirito Santo,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000bc,10,673,Goias,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000004,10,674,Maranhao,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000bd,10,675,Mato Grosso,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000be,10,676,Mato Grosso Do Sul,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000005,10,677,Minas Gerais,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000d,10,692,Name Unknown,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000bf,10,678,Para,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000006,10,679,Paraiba,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000c0,10,680,Parana,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000007,10,681,Pernambuco,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000008,10,682,Piaui,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000009,10,683,Rio De Janeiro,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000a,10,684,Rio Grande Do Norte,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000c1,10,685,Rio Grande Do Sul,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000c2,10,686,Rondonia,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000c3,10,687,Roraima,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000c4,10,688,Santa Catarina,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000b,10,689,Sao Paulo,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000c,10,690,Sergipe,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000300000000000000c5,10,691,Tocantins,1980,198010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000b8,11,665,Acre,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000000,11,666,Alagoas,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000b9,11,667,Amapa,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000ba,11,668,Amazonas,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000001,11,669,Bahia,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000002,11,670,Ceara,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000bb,11,671,Distrito Federal,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000003,11,672,Espirito Santo,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000bc,11,673,Goias,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000004,11,674,Maranhao,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000bd,11,675,Mato Grosso,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000be,11,676,Mato Grosso Do Sul,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000005,11,677,Minas Gerais,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000d,11,692,Name Unknown,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000bf,11,678,Para,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000006,11,679,Paraiba,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000c0,11,680,Parana,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000007,11,681,Pernambuco,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000008,11,682,Piaui,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000009,11,683,Rio De Janeiro,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000a,11,684,Rio Grande Do Norte,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000c1,11,685,Rio Grande Do Sul,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000c2,11,686,Rondonia,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000c3,11,687,Roraima,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000c4,11,688,Santa Catarina,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000b,11,689,Sao Paulo,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000c,11,690,Sergipe,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000300000000000000c5,11,691,Tocantins,1980,198011,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000b8,12,665,Acre,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000000,12,666,Alagoas,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000b9,12,667,Amapa,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000ba,12,668,Amazonas,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000001,12,669,Bahia,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002,12,670,Ceara,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000bb,12,671,Distrito Federal,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000003,12,672,Espirito Santo,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000bc,12,673,Goias,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000004,12,674,Maranhao,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000bd,12,675,Mato Grosso,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000be,12,676,Mato Grosso Do Sul,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000005,12,677,Minas Gerais,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000d,12,692,Name Unknown,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000bf,12,678,Para,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000006,12,679,Paraiba,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000c0,12,680,Parana,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007,12,681,Pernambuco,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000008,12,682,Piaui,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000009,12,683,Rio De Janeiro,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000a,12,684,Rio Grande Do Norte,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000c1,12,685,Rio Grande Do Sul,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000c2,12,686,Rondonia,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000c3,12,687,Roraima,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000c4,12,688,Santa Catarina,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000b,12,689,Sao Paulo,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c,12,690,Sergipe,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000300000000000000c5,12,691,Tocantins,1980,198012,"{""type"":""MultiPoint"",""coordinates"":[]}"
