system:index,month,precip_mm,state_code,state_name,year,yyyymm,.geo
0_000300000000000000b8,1,282.67555720874947,665,Acre,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000000,1,40.952022994125485,666,Alagoas,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000b9,1,235.7746304431506,667,Amapa,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000ba,1,287.88446402737554,668,Amazonas,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000001,1,153.00004681640436,669,Bahia,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002,1,47.60723789311055,670,Ceara,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bb,1,347.78678937056685,671,Distrito Federal,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000003,1,182.42009780922777,672,Espirito Santo,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bc,1,358.00628394919306,673,Goias,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004,1,190.49792026092643,674,Maranhao,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bd,1,364.7518410668098,675,Mato Grosso,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000be,1,166.14808523318496,676,Mato Grosso Do Sul,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000005,1,269.14277439144365,677,Minas Gerais,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000d,1,,692,Name Unknown,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000bf,1,301.9160213208617,678,Para,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000006,1,31.31494945159184,679,Paraiba,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c0,1,156.29653337936332,680,Parana,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007,1,61.114098162578,681,Pernambuco,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000008,1,182.0728690595623,682,Piaui,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000009,1,303.2492533583499,683,Rio De Janeiro,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000a,1,19.30139295427733,684,Rio Grande Do Norte,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c1,1,124.98092808148948,685,Rio Grande Do Sul,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c2,1,356.0282118600244,686,Rondonia,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c3,1,32.73050620247018,687,Roraima,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c4,1,131.1553870031691,688,Santa Catarina,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b,1,192.12748707283387,689,Sao Paulo,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c,1,37.47194099446027,690,Sergipe,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000300000000000000c5,1,345.3537745111281,691,Tocantins,2013,201301,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000b8,2,235.7496581876228,665,Acre,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000,2,15.507855965034386,666,Alagoas,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000b9,2,383.07431732083944,667,Amapa,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000ba,2,347.9178675458758,668,Amazonas,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000001,2,29.393782329522978,669,Bahia,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000002,2,66.37643460387471,670,Ceara,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bb,2,151.8734786945939,671,Distrito Federal,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000003,2,61.64739724950803,672,Espirito Santo,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bc,2,172.443395059728,673,Goias,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000004,2,178.82194272373405,674,Maranhao,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bd,2,312.719507692869,675,Mato Grosso,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000be,2,156.11450631009697,676,Mato Grosso Do Sul,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000005,2,96.23071408716379,677,Minas Gerais,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000d,2,,692,Name Unknown,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000300000000000000bf,2,343.26737113642895,678,Para,2013,201302,"{""type"":""MultiPoint"",""coordinates"":[]}"
