date,COFFEE_ARABIC,COFFEE_ROBUS,year,month
2013-11-01,2.69003533124,1.75721861648,2013,11
2013-12-01,2.777159814,1.937640518,2013,12
2014-01-01,2.926192126,1.934113126,2014,1
2014-02-01,3.828102168,2.11423058,2014,2
2014-03-01,4.719870958,2.323008094,2014,3
2014-04-01,4.926884776,2.32697641,2014,4
2014-05-01,4.72229604,2.270538138,2014,5
2014-06-01,4.362722518,2.180589642,2014,6
2014-07-01,4.34089678,2.244082698,2014,7
2014-08-01,4.695179214,2.21013155,2014,8
2014-09-01,4.641386486,2.216084024,2014,9
2014-10-01,4.966788398,2.30823714,2014,10
2014-11-01,4.616033356,2.272081372,2014,11
2014-12-01,4.339133084,2.197344754,2014,12
2015-01-01,4.188778,2.160748062,2015,1
2015-02-01,3.943844718,2.168464232,2015,2
2015-03-01,3.543706188,2.031777792,2015,3
2015-04-01,3.6155768,2.029573172,2015,4
2015-05-01,3.493881776,1.930365272,2015,5
2015-06-01,3.522100912,1.98966955,2015,6
2015-07-01,3.40503559,1.920664944,2015,7
2015-08-01,3.459489704,1.891123036,2015,8
2015-09-01,3.22205213,1.7967653,2015,9
2015-10-01,3.37858015,1.824984436,2015,10
2015-11-01,3.262396676,1.802056388,2015,11
2015-12-01,3.277388092,1.747822736,2015,12
2016-01-01,3.197360386,1.647071602,2016,1
2016-02-01,3.25622374,1.632300648,2016,2
2016-03-01,3.4722765,1.66669272,2016,3
2016-04-01,3.399964964,1.767664316,2016,4
2016-05-01,3.421349778,1.850337566,2016,5
2016-06-01,3.64754379,1.894650428,2016,6
2016-07-01,3.786655312,2.002235884,2016,7
2016-08-01,3.693620348,2.023620698,2016,8
2016-09-01,3.88674506,2.135835856,2016,9
2016-10-01,3.945387952,2.28508863,2016,10
2016-11-01,4.059146344,2.286631864,2016,11
2016-12-01,3.566634236,2.24540547,2016,12
2017-01-01,3.717209782,2.388044384,2017,1
2017-02-01,3.66738537,2.347699838,2017,2
2017-03-01,3.53069893,2.352990926,2017,3
2017-04-01,3.42597948,2.283545396,2017,4
2017-05-01,3.30693,2.168464232,2017,5
2017-06-01,3.157456764,2.24761009,2017,6
2017-07-01,3.299434292,2.313528228,2017,7
2017-08-01,3.304284456,2.304268824,2017,8
2017-09-01,3.231091072,2.186542116,2017,9
2017-10-01,3.102120802,2.169125618,2017,10
2017-11-01,3.10630958,2.013479446,2017,11
2017-12-01,3.029588804,1.931026658,2017,12
2018-01-01,3.060233022,1.95439563,2018,1
2018-02-01,3.004456136,1.967402888,2018,2
2018-03-01,2.976898386,1.944033916,2018,3
2018-04-01,2.961686508,1.946899922,2018,4
2018-05-01,2.989685182,1.956379788,2018,5
2018-06-01,2.954852186,1.897516434,2018,6
2018-07-01,2.87923372,1.861140204,2018,7
2018-08-01,2.760404702,1.780010188,2018,8
2018-09-01,2.671558516,1.69094354,2018,9
2018-10-01,3.027825108,1.880981784,2018,10
2018-11-01,3.022754482,1.841298624,2018,11
2018-12-01,2.80207202,1.710123734,2018,12
2019-01-01,2.832054852,1.724894688,2019,1
2019-02-01,2.83183439,1.73393363,2019,2
2019-03-01,2.731303718,1.696675552,2019,3
2019-04-01,2.670456206,1.615545536,2019,4
2019-05-01,2.65766941,1.567925744,2019,5
2019-06-01,2.860053526,1.631859724,2019,6
2019-07-01,2.986598714,1.629875566,2019,7
2019-08-01,2.782891826,1.560209574,2019,8
2019-09-01,2.841534718,1.557343568,2019,9
2019-10-01,2.799646938,1.513030706,2019,10
2019-11-01,3.108073276,1.615545536,2019,11
2019-12-01,3.455080464,1.614443226,2019,12
2020-01-01,3.134749178,1.55535941,2020,1
2020-02-01,2.9872601,1.500684834,2020,2
2020-03-01,3.270112846,1.487236652,2020,3
2020-04-01,3.406578824,1.410074952,2020,4
2020-05-01,3.303402608,1.422641286,2020,5
2020-06-01,3.119978224,1.424625444,2020,6
2020-07-01,3.235941236,1.492307278,2020,7
2020-08-01,3.59904215,1.602317816,2020,8
2020-09-01,3.672015072,1.604301974,2020,9
2020-10-01,3.352345172,1.507078232,2020,10
2020-11-01,3.323023726,1.595703956,2020,11
2020-12-01,3.479110822,1.588208248,2020,12
2021-01-01,3.542383416,1.559327726,2021,1
2021-02-01,3.669149066,1.617529694,2021,2
2021-03-01,3.68281771,1.628332332,2021,3
2021-04-01,3.71809163,1.641560052,2021,4
2021-05-01,4.110734452,1.756641216,2021,5
2021-06-01,4.243011652,1.870179146,2021,6
2021-07-01,4.503818198,2.080499894,2021,7
2021-08-01,4.767270288,2.098357316,2021,8
2021-09-01,4.972299948,2.30603252,2021,9
2021-10-01,5.314456972,2.320142088,2021,10
2021-11-01,5.709083952,2.41185428,2021,11
2021-12-01,5.910145296,2.483724892,2021,12
2022-01-01,5.976283896,2.425082,2022,1
2022-02-01,6.169188146,2.412515666,2022,2
2022-03-01,5.698501776,2.288836484,2022,3
2022-04-01,5.854147948,2.291041104,2022,4
2022-05-01,5.741271404,2.27296322,2022,5
2022-06-01,6.033824478,2.288616022,2022,6
2022-07-01,5.639197498,2.212115708,2022,7
2022-08-01,5.917861466,2.41736583,2022,8
2022-09-01,5.897138038,2.455064832,2022,9
2022-10-01,5.292851696,2.270979062,2022,10
2022-11-01,4.715461718,2.041257658,2022,11
2022-12-01,4.629481538,2.045446436,2022,12
2023-01-01,4.558272312,2.115994276,2023,1
2023-02-01,5.064673526,2.291261566,2023,2
2023-03-01,4.902193032,2.347699838,2023,3
2023-04-01,5.060925672,2.55074534,2023,4
2023-05-01,4.852809544,2.70176181,2023,5
2023-06-01,4.572161418,2.912964406,2023,6
2023-07-01,4.265719238,2.812654196,2023,7
2023-08-01,4.116686926,2.747397444,2023,8
2023-09-01,4.045918624,2.731303718,2023,9
2023-10-01,4.04768232,2.619970408,2023,10
2023-11-01,4.347069716,2.703525506,2023,11
2023-12-01,4.646457112,2.986598714,2023,12
2024-01-01,4.47317398,3.26393991,2024,1
2024-02-01,4.602805636,3.378139226,2024,2
2024-03-01,4.605010256,3.65636227,2024,3
2024-04-01,5.274332888,4.233531786,2024,4
2024-05-01,5.083192334,4.04217077,2024,5
2024-06-01,5.476055618,4.504259122,2024,6
2024-07-01,5.66807802,4.733760064,2024,7
2024-08-01,5.763758528,4.732878216,2024,8
2024-09-01,6.124654822,5.330330236,2024,9
2024-10-01,6.101726774,4.892272242,2024,10
2024-11-01,6.723650076,4.984866282,2024,11
2024-12-01,7.569342308,5.218996926,2024,12
2025-01-01,7.814716514,5.407712398,2025,1
2025-02-01,9.049303714,5.81248063,2025,2
2025-03-01,8.919451596,5.689903758,2025,3
2025-04-01,8.635937464,5.425128896,2025,4
2025-05-01,8.770860208,5.24148405,2025,5
2025-06-01,8.006297992,4.325684902,2025,6
2025-07-01,7.1760381,3.685904178,2025,7
2025-08-01,8.075963984,4.390059806,2025,8
2025-09-01,8.831487258,4.657480212,2025,9
2025-10-01,8.902035098,4.741255772,2025,10
2025-11-01,9.045776322,4.737948842,2025,11
